Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.
Francisco Trinaldo,0,51 of 112,45%,53 of 114,1 of 3,33%,0,0,0
Patrick Cote,1,42 of 63,66%,55 of 76,0 of 0,0%,1,2,1
Ed Herman,1,47 of 82,57%,56 of 91,0 of 0,0%,0,0,0
Chris Wade,0,5 of 13,38%,40 of 58,2 of 2,100%,1,2,0
Luke Sanders,1,26 of 48,54%,27 of 49,0 of 0,0%,1,1,0
Paul Felder,0,46 of 87,52%,69 of 110,2 of 4,50%,3,1,0
Ilir Latifi,1,2 of 3,66%,2 of 3,0 of 0,0%,0,0,0
Charles Rosa,0,92 of 232,39%,95 of 237,1 of 8,12%,0,0,0
Rob Font,1,52 of 110,47%,56 of 115,1 of 5,20%,0,0,0
Francimar Barroso,0,57 of 95,60%,90 of 132,1 of 10,10%,0,0,0
Robbie Lawler,1,92 of 177,51%,93 of 178,0 of 0,0%,0,0,0
Stipe Miocic,1,11 of 15,73%,11 of 15,0 of 0,0%,0,0,0
Albert Tumenov,0,76 of 194,39%,76 of 194,0 of 2,0%,0,0,0
Brian Ortega,0,29 of 110,26%,33 of 114,0 of 1,0%,2,1,0
Abel Trujillo,0,4 of 11,36%,4 of 11,0 of 2,0%,1,0,0
Michael McDonald,0,5 of 13,38%,6 of 14,0 of 0,0%,2,0,0
Alex Morono,0,43 of 125,34%,81 of 166,0 of 0,0%,1,1,0
Justine Kish,0,72 of 135,53%,91 of 155,3 of 10,30%,0,5,0
Drew Dober,0,36 of 88,40%,63 of 119,5 of 14,35%,0,5,0
Dustin Poirier,0,72 of 137,52%,88 of 153,4 of 7,57%,0,1,0
Michinori Tanaka,0,57 of 190,30%,68 of 202,3 of 6,50%,0,0,0
Sheldon Westcott,0,33 of 79,41%,60 of 115,1 of 1,100%,0,2,0
Rafael Dos Anjos,0,26 of 44,59%,26 of 44,0 of 0,0%,0,0,0
Alistair Overeem,1,32 of 43,74%,32 of 43,0 of 1,0%,0,0,0
Nate Diaz,0,153 of 300,51%,157 of 304,0 of 0,0%,0,0,0
Karolina Kowalkiewicz,0,66 of 169,39%,104 of 216,0 of 0,0%,0,2,0
Charles Oliveira,0,5 of 10,50%,10 of 16,1 of 1,100%,1,2,0
Nate Marquardt,1,16 of 27,59%,16 of 27,0 of 0,0%,0,0,0
Valentina Shevchenko,0,32 of 44,72%,66 of 78,4 of 9,44%,0,1,0
Tamdan McCrory,0,39 of 53,73%,80 of 97,2 of 4,50%,1,5,1
Nik Lentz,0,59 of 132,44%,72 of 148,3 of 6,50%,2,1,0
Kamaru Usman,0,48 of 80,60%,126 of 163,6 of 13,46%,0,3,0
Vicente Luque,0,12 of 26,46%,12 of 26,0 of 0,0%,1,0,0
Francis Ngannou,1,25 of 45,55%,40 of 62,0 of 0,0%,0,0,0
Alexandre Pantoja,0,4 of 7,57%,7 of 10,0 of 1,0%,2,1,1
Germaine de Randamie,0,42 of 107,39%,91 of 159,0 of 0,0%,0,0,0
Beneil Dariush,0,44 of 68,64%,113 of 161,4 of 8,50%,2,5,0
Maycee Barber,0,68 of 97,70%,78 of 107,1 of 5,20%,0,1,0
Michael Trizano,0,51 of 100,51%,55 of 104,1 of 2,50%,1,0,1
Ashley Yoder,0,38 of 90,42%,59 of 113,1 of 2,50%,3,2,1
Bobby Moffett,0,20 of 56,35%,21 of 57,1 of 1,100%,1,1,0
Israel Adesanya,3,13 of 23,56%,15 of 25,0 of 0,0%,0,0,0
Jussier Formiga,0,18 of 37,48%,90 of 123,2 of 5,40%,0,2,0
Aspen Ladd,0,50 of 73,68%,59 of 84,0 of 0,0%,0,1,0
Scott Holtzman,1,73 of 111,65%,96 of 138,1 of 2,50%,0,4,0
Yana Kunitskaya,0,72 of 111,64%,159 of 208,5 of 8,62%,1,2,0
Thiago Santos,0,100 of 152,65%,115 of 167,1 of 1,100%,0,1,1
Alex Oliveira,0,7 of 10,70%,10 of 13,0 of 0,0%,0,0,0
Rogerio Nogueira,1,26 of 52,50%,26 of 53,0 of 0,0%,0,0,0
Shamil Abdurakhimov,0,32 of 70,45%,67 of 108,2 of 4,50%,0,0,0
Rustam Khabilov,0,17 of 70,24%,34 of 88,3 of 8,37%,0,0,0
Mairbek Taisumov,0,27 of 82,32%,28 of 83,0 of 0,0%,0,0,0
Magomed Ankalaev,1,12 of 27,44%,12 of 27,0 of 0,0%,0,0,0
Zabit Magomedsharipov,0,38 of 53,71%,47 of 62,6 of 7,85%,1,1,0
Jim Miller,0,15 of 24,62%,17 of 26,1 of 1,100%,1,2,0
Irene Aldana,0,119 of 226,52%,121 of 228,0 of 1,0%,0,0,0
Deiveson Figueiredo,2,29 of 39,74%,46 of 58,2 of 4,50%,1,2,0
Eryk Anders,2,42 of 93,45%,46 of 97,0 of 1,0%,0,1,0
JJ Aldrich,0,40 of 83,48%,50 of 96,0 of 1,0%,0,1,0
Thiago Santos,0,69 of 153,45%,81 of 167,3 of 7,42%,1,8,0
Pedro Munhoz,3,117 of 245,47%,160 of 292,0 of 4,0%,1,4,0
Alex Perez,1,84 of 162,51%,88 of 166,0 of 3,0%,0,0,0
Weili Zhang,0,77 of 194,39%,83 of 200,1 of 2,50%,0,1,0
Dustin Ortiz,1,8 of 43,18%,8 of 43,0 of 0,0%,0,0,0
Nina Ansaroff,0,49 of 118,41%,56 of 127,0 of 0,0%,0,1,0
Abu Azaitar,0,48 of 128,37%,135 of 226,1 of 1,100%,0,2,1
Marcin Tybura,0,41 of 68,60%,87 of 123,5 of 7,71%,0,3,0
Justin Gaethje,1,40 of 61,65%,40 of 61,0 of 0,0%,0,0,0
Glover Teixeira,0,43 of 71,60%,85 of 119,1 of 6,16%,2,4,2
Tristan Connelly,0,64 of 125,51%,151 of 222,0 of 6,0%,1,3,0
Uriah Hall,1,34 of 79,43%,41 of 86,0 of 0,0%,0,1,0
Misha Cirkunov,0,6 of 10,60%,22 of 29,1 of 2,50%,1,4,2
Augusto Sakai,1,15 of 27,55%,15 of 27,0 of 0,0%,0,0,0
Miles Johns,0,31 of 65,47%,63 of 104,1 of 2,50%,0,2,1
Hunter Azure,0,41 of 118,34%,55 of 133,0 of 1,0%,0,1,1
Chas Skelly,0,21 of 59,35%,80 of 125,1 of 3,33%,3,3,1
Louis Smolka,1,59 of 115,51%,60 of 116,0 of 0,0%,0,0,0
Austin Hubbard,0,51 of 112,45%,136 of 239,3 of 5,60%,0,4,0
Carla Esparza,0,44 of 80,55%,115 of 157,4 of 11,36%,0,1,1
Irene Aldana,0,125 of 333,37%,127 of 335,0 of 0,0%,0,0,0
Steven Peterson,1,49 of 105,46%,53 of 109,0 of 0,0%,0,0,0
Jose Quinonez,1,60 of 117,51%,71 of 130,2 of 5,40%,0,2,0
Kyle Nelson,0,12 of 16,75%,12 of 16,0 of 2,0%,0,0,0
Angela Hill,0,92 of 184,50%,93 of 185,0 of 0,0%,0,0,0
Sergio Pettis,0,96 of 253,37%,96 of 253,0 of 0,0%,0,0,0
Paul Craig,1,18 of 27,66%,33 of 43,1 of 1,100%,1,1,0
Bethe Correia,0,59 of 127,46%,77 of 146,0 of 1,0%,0,0,0
Claudio Puelles,0,22 of 34,64%,101 of 116,4 of 6,66%,2,7,0
Jared Cannonier,1,28 of 53,52%,29 of 54,0 of 0,0%,0,1,0
Mark Madsen,0,22 of 29,75%,24 of 31,1 of 2,50%,0,1,0
Gilbert Burns,0,30 of 76,39%,46 of 99,1 of 3,33%,1,1,0
Ion Cutelaba,0,15 of 26,57%,16 of 27,4 of 5,80%,0,1,0
Ovince Saint Preux,0,14 of 48,29%,20 of 54,1 of 2,50%,1,2,0
Nicolas Dalby,0,31 of 84,36%,64 of 122,1 of 4,25%,0,4,1
John Phillips,1,5 of 8,62%,5 of 8,0 of 0,0%,0,0,0
Makhmud Muradov,0,54 of 169,31%,56 of 171,0 of 3,0%,0,0,0
Ismail Naurdiev,0,69 of 126,54%,149 of 218,3 of 3,100%,0,3,0
Giga Chikadze,0,59 of 119,49%,71 of 133,1 of 2,50%,0,1,1
Lina Lansberg,0,21 of 39,53%,49 of 91,2 of 4,50%,0,3,0
Marc Diakiese,0,40 of 99,40%,45 of 111,4 of 7,57%,0,1,0
Jack Shore,0,46 of 92,50%,81 of 139,4 of 7,57%,1,11,0
Israel Adesanya,2,40 of 95,42%,40 of 95,0 of 0,0%,0,0,0
Dan Hooker,1,98 of 207,47%,104 of 213,0 of 1,0%,0,2,0
Serghei Spivac,0,23 of 42,54%,40 of 60,6 of 8,75%,1,6,0
Dhiego Lima,0,32 of 105,30%,49 of 124,2 of 6,33%,0,0,0
Yorgan De Castro,1,4 of 12,33%,6 of 14,0 of 0,0%,0,0,0
Jake Matthews,0,59 of 133,44%,61 of 136,0 of 2,0%,0,0,0
Callan Potter,0,48 of 96,50%,127 of 198,3 of 4,75%,0,4,1
Brad Riddell,0,91 of 153,59%,104 of 167,1 of 1,100%,0,5,1
Megan Anderson,0,10 of 18,55%,22 of 33,1 of 2,50%,1,2,0
Ji Yeon Kim,1,80 of 179,44%,83 of 185,0 of 0,0%,0,0,0
Khalid Taha,1,38 of 88,43%,74 of 127,0 of 1,0%,1,1,0
Joanna Jedrzejczyk,0,180 of 300,60%,226 of 347,3 of 5,60%,1,0,0
Cub Swanson,0,135 of 288,46%,143 of 296,0 of 0,0%,0,0,0
Niko Price,1,11 of 22,50%,15 of 28,0 of 1,0%,0,1,0
Amanda Ribas,0,74 of 206,35%,84 of 216,2 of 2,100%,0,0,0
Matt Frevola,0,48 of 110,43%,51 of 115,4 of 7,57%,0,1,0
Eryk Anders,0,64 of 178,35%,64 of 178,0 of 0,0%,0,0,0
Ryan Spann,0,17 of 48,35%,17 of 48,0 of 1,0%,1,0,0
Mike Davis,2,139 of 222,62%,141 of 224,2 of 2,100%,0,1,0
Alex Morono,1,81 of 255,31%,87 of 261,0 of 1,0%,0,0,0
Deiveson Figueiredo,0,8 of 13,61%,8 of 13,0 of 1,0%,1,0,0
Marlon Vera,0,80 of 133,60%,87 of 140,0 of 1,0%,2,0,0
Miguel Baeza,1,35 of 61,57%,35 of 61,1 of 1,100%,0,0,0
Marvin Vettori,0,85 of 205,41%,86 of 206,0 of 0,0%,0,0,0
JJ Aldrich,0,74 of 160,46%,78 of 164,1 of 2,50%,0,1,0
Dominick Reyes,1,8 of 11,72%,9 of 12,0 of 0,0%,0,0,0
Yair Rodriguez,0,96 of 170,56%,136 of 213,0 of 3,0%,0,0,0
Joe Lauzon,0,25 of 36,69%,28 of 39,1 of 2,50%,0,2,0
Maycee Barber,0,34 of 68,50%,40 of 74,0 of 0,0%,0,0,0
Darren Stewart,0,57 of 119,47%,77 of 140,1 of 1,100%,0,0,0
Charles Rosa,0,6 of 8,75%,8 of 11,0 of 0,0%,1,0,0
Molly McCann,0,113 of 238,47%,126 of 252,5 of 14,35%,1,5,0
Sean Woodson,0,111 of 251,44%,150 of 290,0 of 0,0%,0,0,0
Randy Costa,2,22 of 44,50%,23 of 45,0 of 0,0%,0,0,0
Sean Brady,1,119 of 210,56%,148 of 240,2 of 3,66%,0,0,0
Brendan Allen,0,10 of 22,45%,23 of 41,2 of 3,66%,4,5,2
Tanner Boser,0,93 of 151,61%,93 of 151,0 of 0,0%,0,0,0
Demian Maia,0,69 of 122,56%,84 of 137,0 of 0,0%,1,4,2
Stevie Ray,0,85 of 188,45%,104 of 207,1 of 4,25%,0,1,0
Beneil Dariush,0,13 of 18,72%,14 of 19,2 of 2,100%,1,1,0
Ciryl Gane,1,94 of 168,55%,99 of 173,3 of 3,100%,1,1,0
Muslim Salikhov,0,63 of 132,47%,64 of 133,3 of 5,60%,0,0,0
Randa Markos,0,78 of 140,55%,94 of 158,0 of 1,0%,0,1,1
Rafael Fiziev,0,66 of 131,50%,73 of 138,1 of 1,100%,0,0,0
Movsar Evloev,0,71 of 233,30%,78 of 244,4 of 11,36%,0,0,0
Sergei Pavlovich,1,20 of 37,54%,21 of 38,0 of 0,0%,0,0,0
Loma Lookboonmee,0,99 of 151,65%,112 of 164,1 of 6,16%,0,0,0
Raphael Pessoa,1,39 of 138,28%,43 of 143,0 of 0,0%,0,0,0
Jorge Masvidal,2,112 of 179,62%,114 of 184,1 of 1,100%,0,0,0
Darren Till,0,36 of 67,53%,37 of 69,1 of 2,50%,0,0,0
Stephen Thompson,1,138 of 242,57%,138 of 242,0 of 0,0%,0,0,0
Derrick Lewis,0,31 of 68,45%,32 of 69,1 of 3,33%,0,1,0
Kevin Lee,1,21 of 59,35%,21 of 59,0 of 0,0%,0,0,0
Corey Anderson,1,22 of 39,56%,26 of 43,1 of 2,50%,0,0,0
Shane Burgos,1,105 of 155,67%,161 of 217,0 of 0,0%,0,1,0
Edmen Shahbazyan,2,14 of 38,36%,14 of 38,0 of 0,0%,0,0,0
Jairzinho Rozenstruik,1,5 of 9,55%,5 of 9,0 of 0,0%,0,0,0
Katlyn Chookagian,0,73 of 180,40%,109 of 217,0 of 1,0%,0,0,0
Lyman Good,1,68 of 134,50%,73 of 142,0 of 0,0%,0,0,0
Hakeem Dawodu,0,55 of 139,39%,83 of 170,0 of 0,0%,0,0,1
Zabit Magomedsharipov,0,96 of 250,38%,100 of 255,1 of 4,25%,0,0,0
Alexander Volkov,0,86 of 152,56%,86 of 152,0 of 0,0%,0,0,0
Danny Roberts,1,37 of 61,60%,42 of 68,1 of 8,12%,0,0,0
Ed Herman,0,81 of 140,57%,121 of 183,0 of 4,0%,0,0,0
Anthony Rocco Martin,0,41 of 140,29%,48 of 148,0 of 0,0%,2,0,0
Shamil Gamzatov,0,64 of 138,46%,82 of 158,0 of 1,0%,0,0,0
Magomed Ankalaev,1,44 of 67,65%,91 of 123,1 of 3,33%,0,1,0
Rustam Khabilov,0,12 of 28,42%,56 of 79,4 of 12,33%,0,1,0
Karl Roberson,0,43 of 117,36%,43 of 117,1 of 3,33%,1,1,0
David Zawada,0,2 of 11,18%,25 of 34,0 of 0,0%,2,0,0
Roosevelt Roberts,0,28 of 98,28%,56 of 128,0 of 0,0%,0,3,0
Pannie Kianzad,0,98 of 238,41%,103 of 243,0 of 1,0%,0,0,0
Davey Grant,0,30 of 63,47%,34 of 70,6 of 9,66%,0,2,1
Jan Blachowicz,0,71 of 170,41%,105 of 205,0 of 0,0%,0,0,0
Charles Oliveira,1,10 of 16,62%,10 of 16,0 of 1,0%,0,0,0
Andre Muniz,0,22 of 42,52%,85 of 128,3 of 7,42%,2,2,0
Wellington Turman,0,48 of 120,40%,59 of 132,2 of 9,22%,0,1,0
James Krause,3,102 of 174,58%,125 of 200,0 of 0,0%,0,1,1
Ricardo Ramos,0,10 of 34,29%,12 of 36,2 of 3,66%,1,1,0
Francisco Trinaldo,0,31 of 122,25%,36 of 127,1 of 2,50%,1,0,0
Randy Brown,0,16 of 30,53%,24 of 38,1 of 1,100%,1,1,1
Douglas Silva de Andrade,0,74 of 163,45%,100 of 190,0 of 0,0%,0,0,0
Ariane Lipski,1,31 of 63,49%,175 of 224,0 of 0,0%,1,2,1
Tracy Cortez,0,79 of 140,56%,155 of 224,2 of 9,22%,0,1,0
Jairzinho Rozenstruik,1,89 of 209,42%,109 of 229,0 of 0,0%,0,0,0
Ben Rothwell,1,58 of 101,57%,71 of 114,0 of 1,0%,0,0,0
Aspen Ladd,1,47 of 85,55%,85 of 137,2 of 3,66%,0,3,0
Rob Font,0,90 of 202,44%,100 of 212,1 of 1,100%,0,0,0
Tim Means,1,23 of 41,56%,24 of 42,0 of 3,0%,1,0,0
Billy Quarantillo,0,74 of 86,86%,139 of 165,1 of 1,100%,5,9,0
Bryce Mitchell,0,6 of 7,85%,24 of 28,1 of 1,100%,1,5,0
Joe Solecki,0,56 of 70,80%,177 of 217,4 of 5,80%,0,6,0
Virna Jandiroba,0,7 of 20,35%,20 of 35,3 of 4,75%,3,5,0
Makhmud Muradov,1,91 of 183,49%,91 of 183,1 of 1,100%,1,1,0
Kamaru Usman,2,175 of 360,48%,175 of 360,0 of 0,0%,0,0,0
Alexander Volkanovski,0,157 of 303,51%,157 of 303,0 of 4,0%,0,0,0
Amanda Nunes,0,79 of 184,42%,199 of 337,8 of 11,72%,2,5,0
Marlon Moraes,0,59 of 137,43%,59 of 137,1 of 2,50%,0,1,0
Petr Yan,3,54 of 108,50%,62 of 116,2 of 2,100%,0,1,0
Geoff Neal,1,15 of 23,65%,15 of 23,0 of 0,0%,0,0,0
Irene Aldana,1,26 of 71,36%,26 of 71,0 of 0,0%,0,0,0
Omari Akhmedov,0,55 of 166,33%,69 of 180,2 of 4,50%,0,1,0
Matt Brown,0,30 of 47,63%,40 of 59,2 of 3,66%,0,3,0
Chase Hooper,0,20 of 36,55%,37 of 70,1 of 3,33%,2,2,0
Brandon Moreno,0,91 of 276,32%,91 of 276,0 of 0,0%,0,0,0
Jessica Eye,0,98 of 196,50%,100 of 198,0 of 1,0%,0,0,0
Punahele Soriano,2,26 of 44,59%,26 of 46,1 of 1,100%,0,2,0
Chan Sung Jung,1,46 of 60,76%,79 of 97,0 of 0,0%,0,1,0
Volkan Oezdemir,0,63 of 144,43%,118 of 199,0 of 0,0%,0,0,0
Charles Jourdain,2,64 of 129,49%,75 of 140,0 of 0,0%,0,0,0
Da-Un Jung,1,5 of 10,50%,5 of 10,0 of 0,0%,0,0,0
Junyong Park,0,77 of 187,41%,83 of 193,5 of 10,50%,0,0,0
Kyung Ho Kang,0,20 of 40,50%,108 of 153,3 of 7,42%,0,2,0
Ciryl Gane,0,65 of 160,40%,65 of 160,0 of 1,0%,0,0,0
SeungWoo Choi,1,95 of 187,50%,158 of 254,0 of 0,0%,0,2,0
Omar Morales,1,32 of 89,35%,60 of 123,1 of 1,100%,0,3,0
Alexandre Pantoja,1,34 of 62,54%,36 of 64,1 of 1,100%,0,1,0
Raoni Barcelos,0,42 of 100,42%,52 of 112,2 of 5,40%,0,4,0
Amanda Lemos,0,8 of 12,66%,14 of 18,1 of 1,100%,1,1,0
Heili Alateng,0,47 of 131,35%,72 of 160,4 of 13,30%,0,0,0
